"nuprocesso";"deassunto";"devara";"dtcoleta";"declasse"
"00219628120198172001";FORNECIMENTO DE ENERGIA ELETRICA;SECAO B DA 15A VARA CIVEL DA CAPITAL;2020-01-10 00:00:00;PROCEDIMENTO COMUM CIVEL
"00625154420178172001";DIREITO DO CONSUMIDOR;SECAO B DA 5A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00019588520188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00047762420178173130";DIREITO CIVIL;"5A VARA CIVEL DA COMARCA DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00017922320178178221";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00049789520148172001";DIREITO DO CONSUMIDOR;SECAO A DA 18A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00133245920198172001";DIREITO DO CONSUMIDOR;SECAO B DA 15A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00007367120188173030";DIREITO CIVIL;"2A VARA CIVEL DA COMARCA DE PALMARES";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00335349220188178201";DIREITO DO CONSUMIDOR;"10O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00006651620188178221";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00443220520178178201";DIREITO CIVIL;"14O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"01348571920188172001";DIREITO CIVIL;SECAO B DA 32A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00034248420188172810";DIREITO DO CONSUMIDOR;"1A VARA CIVEL DA COMARCA DE JABOATAO DOS GUARARAPES";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00018600320188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00307139120138178201";DIREITO DO CONSUMIDOR;"12O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00688839820198172001";DIREITO CIVIL;SECAO A DA 7A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00255763620158172001";DIREITO DO CONSUMIDOR;SECAO B DA 16A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO SUMARIO (22)
"00441668020188178201";DIREITO CIVIL;"13O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00482335420198178201";DIREITO DO CONSUMIDOR;"3O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00012989120188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00010529420188172380";DIREITO CIVIL;"2A VARA DA COMARCA DE CABROBO";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00473212820178178201";DIREITO CIVIL;"4O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;CUMPRIMENTO DE SENTENCA (156)
"00124076420198178201";DIREITO CIVIL;"4O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00022105920168178232";DIREITO DO CONSUMIDOR;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00070812620198178201";DIREITO DO CONSUMIDOR;"13O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00294504820188178201";DIREITO DO CONSUMIDOR;"3O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00446258220188178201";DIREITO DO CONSUMIDOR;"10O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00018790920188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00017826120178178226";DIREITO DO CONSUMIDOR;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"01353327220188172001";DIREITO CIVIL;SECAO A DA 10A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PETICAO CIVEL (241)
"00241726620188178201";DIREITO DO CONSUMIDOR;"8O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00006216520188173510";DIREITO DO CONSUMIDOR;VARA UNICA DA COMARCA DE TRINDADE;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00467242520188178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"7O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00001514520198173010";DIREITO CIVIL;VARA UNICA DA COMARCA DE OROCO;2020-01-12 00:00:00;PETICAO CIVEL (241)
"00355652220178178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"1O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00000120220188172890";DIREITO CIVIL;VARA UNICA DA COMARCA DE LAGOA DOS GATOS;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00000255420198172570";DIREITO CIVIL;"2A VARA DA COMARCA DE ESCADA";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00326246520188178201";DIREITO DO CONSUMIDOR;"4O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;CUMPRIMENTO DE SENTENCA (156)
"00069052820168172001";DIREITO PROCESSUAL CIVIL E DO TRABALHO;SECAO A DA 20A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00017284320188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00395298620188178201";DIREITO CIVIL;"17O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00423939720188178201";DIREITO CIVIL;"12O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00036818520198173130";DIREITO CIVIL;"2A VARA CIVEL DA COMARCA DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00008640420198178221";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00452100320198178201";DIREITO CIVIL;"24O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00113094420198178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"17O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00246729820198178201";DIREITO CIVIL;"4O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00014536020198178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00033987620148178226";DIREITO DO CONSUMIDOR;"1O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00009541220188172380";DIREITO CIVIL;"1A VARA DA COMARCA DE CABROBO";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00132477420198178201";DIREITO CIVIL;"3O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00003533520178173190";DIREITO DO CONSUMIDOR;VARA UNICA DA COMARCA DE RIBEIRAO;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00401309220188178201";DIREITO CIVIL;"14O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00310480320198178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"5O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00029450420188173130";DIREITO DO CONSUMIDOR;"1A VARA CIVEL DA COMARCA DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00009689320198178221";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00327611320198178201";DIREITO CIVIL;"10O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00284528020188178201";DIREITO DO CONSUMIDOR;"17O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00419494020188172001";DIREITO CIVIL;SECAO B DA 16A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00005516120178173420";DIREITO CIVIL;VARA UNICA DA COMARCA DE TABIRA;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00276074820188178201";DIREITO DO CONSUMIDOR;"10O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00423126120178172001";DIREITO DO CONSUMIDOR;SECAO A DA 28A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00000028420188172460";DIREITO CIVIL;VARA UNICA DA COMARCA DE CARNAIBA;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00133484820188178201";DIREITO CIVIL;"16O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00018371920198178201";DIREITO CIVIL;"13O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00015153720188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00031419120188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00448336620188178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"3O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00488366420188178201";DIREITO CIVIL;"4O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00212612320198172001";DIREITO CIVIL;SECAO B DA 30A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00028379220188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00259877920158172001";DIREITO DO CONSUMIDOR;SECAO B DA 4A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00485854620188178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"18O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00387388320198178201";DIREITO CIVIL;"13O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00005068320178178229";DIREITO DO CONSUMIDOR;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PALMARES;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00060234020178173130";DIREITO DO CONSUMIDOR;"2A VARA CIVEL DA COMARCA DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00356763520198178201";DIREITO DO CONSUMIDOR;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00078553720168172001";DIREITO CIVIL;SECAO B DA 18A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO SUMARIO (22)
"00395048320178172001";DIREITO DO CONSUMIDOR;SECAO B DA 25A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00047020820178178226";DIREITO CIVIL;"2O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00002977520188173510";DIREITO DO CONSUMIDOR;VARA UNICA DA COMARCA DE TRINDADE;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00004755520198172001";DIREITO CIVIL;SECAO A DA 21A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00020879020188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00043138220178173130";DIREITO CIVIL;"2A VARA CIVEL DA COMARCA DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00011389020188172210";DIREITO CIVIL;"2A VARA CIVEL DA COMARCA DE ARARIPINA";2020-01-12 00:00:00;PETICAO CIVEL (241)
"00001461420188173380";DIREITO CIVIL;VARA UNICA DA COMARCA DE SERRITA;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00136711920198178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"12O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00311979620198178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"13O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00019244720178178232";DIREITO DO CONSUMIDOR;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00234717120198178201";DIREITO DE IMAGEM;"17O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL - TURNO TARDE - 13:00H AS 19:00H";2020-01-10 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL
"00000058420178173200";DIREITO CIVIL;VARA UNICA DA COMARCA DE RIO FORMOSO;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00008239520188172490";DIREITO DO CONSUMIDOR;VARA UNICA DA COMARCA DE CATENDE;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00014815120188173030";DIREITO CIVIL;"3A VARA CIVEL DA COMARCA DE PALMARES";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00136686420198178201";DIREITO DO CONSUMIDOR;"4O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00501155120198178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"14O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00005623720188172230";DIREITO CIVIL;VARA UNICA DA COMARCA DE BARREIROS;2020-01-12 00:00:00;PETICAO CIVEL (241)
"00001097220138178226";DIREITO DO CONSUMIDOR;"1O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-12 00:00:00;CUMPRIMENTO DE SENTENCA (156)
"00001925520168173450";DIREITO CIVIL;VARA UNICA DA COMARCA DE TAMANDARE;2020-01-12 00:00:00;PETICAO CIVEL (241)
"00000113420178173510";DIREITO CIVIL;VARA UNICA DA COMARCA DE TRINDADE;2020-01-12 00:00:00;OUTROS PROCEDIMENTOS DE JURISDICAO VOLUNTARIA (1294)
"00282743420188178201";DIREITO DO CONSUMIDOR;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00001529620198178226";DIREITO CIVIL;"1O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE PETROLINA";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00468247720188178201";DIREITO CIVIL;"12O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00164603520178172001";DIREITO CIVIL;SECAO A DA 28A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00009610420188172380";DIREITO CIVIL;"1A VARA DA COMARCA DE CABROBO";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00005379820158178221";DIREITO DO CONSUMIDOR;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DO CABO DE SANTO AGOSTINHO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00020685020198178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00208252520188178201";DIREITO CIVIL;"11O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00378008820198178201";DIREITO PROCESSUAL CIVIL E DO TRABALHO;"4O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00718439520178172001";DIREITO CIVIL;SECAO B DA 30A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00003308820198172230";DIREITO ADMINISTRATIVO E OUTRAS MATERIAS DE DIREITO PUBLICO;VARA UNICA DA COMARCA DE BARREIROS;2020-01-12 00:00:00;OUTROS PROCEDIMENTOS DE JURISDICAO VOLUNTARIA (1294)
"00022339720198178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00001037720198172140";DIREITO CIVIL;"1A VARA DA COMARCA DE AGUA PRETA";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00278209320198172001";DIREITO PROCESSUAL CIVIL E DO TRABALHO;SECAO B DA 19A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00012771820188178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00402044920188178201";DIREITO DO CONSUMIDOR;"17O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00719036820178172001";DIREITO PROCESSUAL CIVIL E DO TRABALHO;SECAO B DA 6A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;TUTELA CAUTELAR ANTECEDENTE (12134)
"00004691920198172140";DIREITO CIVIL;"1A VARA DA COMARCA DE AGUA PRETA";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00226110720188178201";DIREITO DO CONSUMIDOR;"10O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00003024520188173010";DIREITO ADMINISTRATIVO E OUTRAS MATERIAS DE DIREITO PUBLICO;VARA UNICA DA COMARCA DE OROCO;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00002036720188172560";DIREITO ADMINISTRATIVO E OUTRAS MATERIAS DE DIREITO PUBLICO;"1A VARA DA COMARCA DE CUSTODIA";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00247578420198178201";DIREITO CIVIL;"17O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00002495520198172840";DIREITO CIVIL;VARA UNICA DA COMARCA DE JOAQUIM NABUCO;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00289671820188178201";DIREITO ADMINISTRATIVO E OUTRAS MATERIAS DE DIREITO PUBLICO;"17O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00309388220168172001";DIREITO CIVIL;SECAO B DA 12A VARA CIVEL DA CAPITAL;2020-01-12 00:00:00;CUMPRIMENTO DE SENTENCA (156)
"00016213220188172110";DIREITO ADMINISTRATIVO E OUTRAS MATERIAS DE DIREITO PUBLICO;"2A VARA CIVEL DA COMARCA DE AFOGADOS DA INGAZEIRA";2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00312418620178178201";DIREITO CIVIL;"12O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00249613120198178201";DIREITO CIVIL;"10O JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DA CAPITAL";2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00298315520198172370";DIREITO ADMINISTRATIVO E OUTRAS MATERIAS DE DIREITO PUBLICO;"5A VARA CIVEL DA COMARCA DO CABO DE SANTO AGOSTINHO";2020-01-12 00:00:00;PETICAO CIVEL (241)
"00016992720178178232";DIREITO CIVIL;JUIZADO ESPECIAL CIVEL E DAS RELACOES DE CONSUMO DE VITORIA DE SANTO ANTAO;2020-01-12 00:00:00;PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL (436)
"00003093720188173010";DIREITO ADMINISTRATIVO E OUTRAS MATERIAS DE DIREITO PUBLICO;VARA UNICA DA COMARCA DE OROCO;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
"00002337220188173540";DIREITO TRIBUTARIO;VARA UNICA DA COMARCA DE TUPARETAMA;2020-01-12 00:00:00;PROCEDIMENTO COMUM CIVEL (7)
